Таблица данных:
theta_rad    theta_deg    F(theta)    D(theta)    D(theta)_dB
2.517674e+00  144.252092  4.282864e-01  5.968508e-01  -2.241342
2.519246e+00  144.342136  4.285199e-01  5.975017e-01  -2.236608
2.520817e+00  144.432181  4.287421e-01  5.981215e-01  -2.232106
2.522389e+00  144.522226  4.289530e-01  5.987102e-01  -2.227833
2.523960e+00  144.612271  4.291528e-01  5.992680e-01  -2.223789
2.525532e+00  144.702316  4.293413e-01  5.997947e-01  -2.219974
2.527103e+00  144.792361  4.295188e-01  6.002906e-01  -2.216385
2.528675e+00  144.882406  4.296851e-01  6.007556e-01  -2.213021
2.530247e+00  144.972451  4.298404e-01  6.011899e-01  -2.209883
2.531818e+00  145.062496  4.299846e-01  6.015935e-01  -2.206969
2.533390e+00  145.152541  4.301179e-01  6.019664e-01  -2.204278
2.534961e+00  145.242586  4.302402e-01  6.023088e-01  -2.201808
2.536533e+00  145.332631  4.303516e-01  6.026206e-01  -2.199560
2.538105e+00  145.422676  4.304520e-01  6.029021e-01  -2.197532
2.539676e+00  145.512721  4.305417e-01  6.031532e-01  -2.195723
2.541248e+00  145.602766  4.306205e-01  6.033741e-01  -2.194133
2.542819e+00  145.692811  4.306886e-01  6.035648e-01  -2.192761
2.544391e+00  145.782856  4.307459e-01  6.037255e-01  -2.191605
2.545962e+00  145.872901  4.307925e-01  6.038562e-01  -2.190665
2.547534e+00  145.962946  4.308284e-01  6.039569e-01  -2.189940
2.549106e+00  146.052991  4.308537e-01  6.040279e-01  -2.189430
2.550677e+00  146.143036  4.308685e-01  6.040692e-01  -2.189133
2.552249e+00  146.233081  4.308726e-01  6.040809e-01  -2.189049
2.553820e+00  146.323126  4.308663e-01  6.040631e-01  -2.189177
2.555392e+00  146.413171  4.308495e-01  6.040159e-01  -2.189516
2.556963e+00  146.503216  4.308222e-01  6.039394e-01  -2.190066
2.558535e+00  146.593261  4.307845e-01  6.038338e-01  -2.190826
2.560107e+00  146.683306  4.307365e-01  6.036991e-01  -2.191795
2.561678e+00  146.773351  4.306781e-01  6.035355e-01  -2.192972
2.563250e+00  146.863396  4.306094e-01  6.033430e-01  -2.194357
2.564821e+00  146.953440  4.305305e-01  6.031218e-01  -2.195949
2.566393e+00  147.043485  4.304413e-01  6.028721e-01  -2.197748
2.567965e+00  147.133530  4.303420e-01  6.025939e-01  -2.199753
2.569536e+00  147.223575  4.302325e-01  6.022874e-01  -2.201963
2.571108e+00  147.313620  4.301130e-01  6.019526e-01  -2.204377
2.572679e+00  147.403665  4.299833e-01  6.015898e-01  -2.206995
2.574251e+00  147.493710  4.298436e-01  6.011990e-01  -2.209817
2.575822e+00  147.583755  4.296940e-01  6.007805e-01  -2.212842
2.577394e+00  147.673800  4.295344e-01  6.003342e-01  -2.216069
2.578966e+00  147.763845  4.293649e-01  5.998605e-01  -2.219498
2.580537e+00  147.853890  4.291855e-01  5.993593e-01  -2.223128
2.582109e+00  147.943935  4.289962e-01  5.988309e-01  -2.226958
2.583680e+00  148.033980  4.287972e-01  5.982753e-01  -2.230989
2.585252e+00  148.124025  4.285884e-01  5.976929e-01  -2.235219
2.586824e+00  148.214070  4.283699e-01  5.970835e-01  -2.239649
2.588395e+00  148.304115  4.281417e-01  5.964476e-01  -2.244277
2.589967e+00  148.394160  4.279038e-01  5.957851e-01  -2.249104
2.591538e+00  148.484205  4.276564e-01  5.950962e-01  -2.254128
2.593110e+00  148.574250  4.273994e-01  5.943811e-01  -2.259350
2.594681e+00  148.664295  4.271328e-01  5.936400e-01  -2.264769
2.596253e+00  148.754340  4.268568e-01  5.928730e-01  -2.270384
2.597825e+00  148.844385  4.265713e-01  5.920802e-01  -2.276195
2.599396e+00  148.934430  4.262764e-01  5.912618e-01  -2.282202
2.600968e+00  149.024475  4.259721e-01  5.904181e-01  -2.288404
2.602539e+00  149.114520  4.256585e-01  5.895490e-01  -2.294801
2.604111e+00  149.204565  4.253356e-01  5.886549e-01  -2.301392
2.605682e+00  149.294610  4.250035e-01  5.877359e-01  -2.308178
2.607254e+00  149.384655  4.246621e-01  5.867921e-01  -2.315158
2.608826e+00  149.474700  4.243115e-01  5.858237e-01  -2.322331
2.610397e+00  149.564744  4.239518e-01  5.848309e-01  -2.329697
2.611969e+00  149.654789  4.235830e-01  5.838139e-01  -2.337256
2.613540e+00  149.744834  4.232052e-01  5.827727e-01  -2.345008
2.615112e+00  149.834879  4.228183e-01  5.817077e-01  -2.352952
2.616684e+00  149.924924  4.224224e-01  5.806190e-01  -2.361088
2.618255e+00  150.014969  4.220176e-01  5.795067e-01  -2.369415
2.619827e+00  150.105014  4.216039e-01  5.783711e-01  -2.377935
2.621398e+00  150.195059  4.211813e-01  5.772122e-01  -2.386645
2.622970e+00  150.285104  4.207499e-01  5.760304e-01  -2.395546
2.624541e+00  150.375149  4.203097e-01  5.748257e-01  -2.404638
2.626113e+00  150.465194  4.198608e-01  5.735983e-01  -2.413921
2.627685e+00  150.555239  4.194031e-01  5.723485e-01  -2.423394
2.629256e+00  150.645284  4.189368e-01  5.710765e-01  -2.433057
2.630828e+00  150.735329  4.184618e-01  5.697823e-01  -2.442910
2.632399e+00  150.825374  4.179783e-01  5.684662e-01  -2.452953
2.633971e+00  150.915419  4.174862e-01  5.671284e-01  -2.463186
2.635543e+00  151.005464  4.169855e-01  5.657691e-01  -2.473608
2.637114e+00  151.095509  4.164764e-01  5.643884e-01  -2.484219
2.638686e+00  151.185554  4.159589e-01  5.629866e-01  -2.495020
2.640257e+00  151.275599  4.154329e-01  5.615638e-01  -2.506009
2.641829e+00  151.365644  4.148986e-01  5.601202e-01  -2.517187
2.643400e+00  151.455689  4.143560e-01  5.586561e-01  -2.528555
2.644972e+00  151.545734  4.138051e-01  5.571715e-01  -2.540111
2.646544e+00  151.635779  4.132459e-01  5.556668e-01  -2.551855
2.648115e+00  151.725824  4.126786e-01  5.541421e-01  -2.563789
2.649687e+00  151.815869  4.121031e-01  5.525975e-01  -2.575911
2.651258e+00  151.905914  4.115194e-01  5.510334e-01  -2.588221
2.652830e+00  151.995959  4.109277e-01  5.494498e-01  -2.600720
2.654402e+00  152.086003  4.103279e-01  5.478470e-01  -2.613407
2.655973e+00  152.176048  4.097201e-01  5.462253e-01  -2.626282
2.657545e+00  152.266093  4.091043e-01  5.445846e-01  -2.639346
2.659116e+00  152.356138  4.084806e-01  5.429254e-01  -2.652598
2.660688e+00  152.446183  4.078490e-01  5.412477e-01  -2.666039
2.662259e+00  152.536228  4.072096e-01  5.395518e-01  -2.679668
2.663831e+00  152.626273  4.065623e-01  5.378379e-01  -2.693486
2.665403e+00  152.716318  4.059072e-01  5.361062e-01  -2.707492
2.666974e+00  152.806363  4.052444e-01  5.343568e-01  -2.721686
2.668546e+00  152.896408  4.045739e-01  5.325900e-01  -2.736070
2.670117e+00  152.986453  4.038958e-01  5.308060e-01  -2.750641
2.671689e+00  153.076498  4.032100e-01  5.290050e-01  -2.765402
2.673260e+00  153.166543  4.025166e-01  5.271872e-01  -2.780352
2.674832e+00  153.256588  4.018157e-01  5.253527e-01  -2.795490
2.676404e+00  153.346633  4.011072e-01  5.235019e-01  -2.810818
2.677975e+00  153.436678  4.003913e-01  5.216348e-01  -2.826334
2.679547e+00  153.526723  3.996680e-01  5.197517e-01  -2.842041
2.681118e+00  153.616768  3.989372e-01  5.178529e-01  -2.857936
2.682690e+00  153.706813  3.981991e-01  5.159384e-01  -2.874022
2.684262e+00  153.796858  3.974537e-01  5.140085e-01  -2.890297
2.685833e+00  153.886903  3.967010e-01  5.120635e-01  -2.906762
2.687405e+00  153.976948  3.959410e-01  5.101034e-01  -2.923417
2.688976e+00  154.066993  3.951739e-01  5.081286e-01  -2.940263
2.690548e+00  154.157038  3.943995e-01  5.061393e-01  -2.957300
2.692119e+00  154.247083  3.936181e-01  5.041355e-01  -2.974527
2.693691e+00  154.337128  3.928295e-01  5.021176e-01  -2.991946
2.695263e+00  154.427173  3.920339e-01  5.000857e-01  -3.009556
2.696834e+00  154.517218  3.912312e-01  4.980401e-01  -3.027357
2.698406e+00  154.607263  3.904216e-01  4.959809e-01  -3.045350
2.699977e+00  154.697307  3.896050e-01  4.939084e-01  -3.063536
2.701549e+00  154.787352  3.887816e-01  4.918227e-01  -3.081914
2.703121e+00  154.877397  3.879512e-01  4.897241e-01  -3.100485
2.704692e+00  154.967442  3.871140e-01  4.876128e-01  -3.119249
2.706264e+00  155.057487  3.862701e-01  4.854889e-01  -3.138207
2.707835e+00  155.147532  3.854193e-01  4.833528e-01  -3.157358
2.709407e+00  155.237577  3.845619e-01  4.812045e-01  -3.176703
2.710978e+00  155.327622  3.836977e-01  4.790443e-01  -3.196243
2.712550e+00  155.417667  3.828269e-01  4.768724e-01  -3.215978
2.714122e+00  155.507712  3.819495e-01  4.746890e-01  -3.235909
2.715693e+00  155.597757  3.810655e-01  4.724943e-01  -3.256035
2.717265e+00  155.687802  3.801750e-01  4.702885e-01  -3.276357
2.718836e+00  155.777847  3.792780e-01  4.680718e-01  -3.296875
2.720408e+00  155.867892  3.783745e-01  4.658444e-01  -3.317591
2.721979e+00  155.957937  3.774645e-01  4.636065e-01  -3.338504
2.723551e+00  156.047982  3.765482e-01  4.613584e-01  -3.359616
2.725123e+00  156.138027  3.756255e-01  4.591002e-01  -3.380925
2.726694e+00  156.228072  3.746965e-01  4.568321e-01  -3.402434
2.728266e+00  156.318117  3.737612e-01  4.545543e-01  -3.424142
2.729837e+00  156.408162  3.728197e-01  4.522671e-01  -3.446050
2.731409e+00  156.498207  3.718720e-01  4.499706e-01  -3.468159
2.732981e+00  156.588252  3.709180e-01  4.476650e-01  -3.490469
2.734552e+00  156.678297  3.699579e-01  4.453505e-01  -3.512980
2.736124e+00  156.768342  3.689918e-01  4.430274e-01  -3.535694
2.737695e+00  156.858387  3.680195e-01  4.406958e-01  -3.558610
2.739267e+00  156.948432  3.670412e-01  4.383560e-01  -3.581730
2.740838e+00  157.038477  3.660569e-01  4.360081e-01  -3.605055
2.742410e+00  157.128522  3.650667e-01  4.336523e-01  -3.628583
2.743982e+00  157.218567  3.640705e-01  4.312888e-01  -3.652318
2.745553e+00  157.308611  3.630684e-01  4.289179e-01  -3.676258
2.747125e+00  157.398656  3.620605e-01  4.265397e-01  -3.700405
2.748696e+00  157.488701  3.610467e-01  4.241544e-01  -3.724760
2.750268e+00  157.578746  3.600271e-01  4.217623e-01  -3.749323
2.751840e+00  157.668791  3.590018e-01  4.193634e-01  -3.774094
2.753411e+00  157.758836  3.579708e-01  4.169581e-01  -3.799076
2.754983e+00  157.848881  3.569341e-01  4.145465e-01  -3.824268
2.756554e+00  157.938926  3.558917e-01  4.121288e-01  -3.849671
2.758126e+00  158.028971  3.548437e-01  4.097051e-01  -3.875286
2.759697e+00  158.119016  3.537901e-01  4.072758e-01  -3.901114
2.761269e+00  158.209061  3.527310e-01  4.048410e-01  -3.927156
2.762841e+00  158.299106  3.516663e-01  4.024008e-01  -3.953412
2.764412e+00  158.389151  3.505962e-01  3.999555e-01  -3.979884
2.765984e+00  158.479196  3.495206e-01  3.975052e-01  -4.006572
2.767555e+00  158.569241  3.484396e-01  3.950502e-01  -4.033477
2.769127e+00  158.659286  3.473532e-01  3.925907e-01  -4.060600
2.770699e+00  158.749331  3.462615e-01  3.901267e-01  -4.087943
2.772270e+00  158.839376  3.451645e-01  3.876586e-01  -4.115505
2.773842e+00  158.929421  3.440622e-01  3.851865e-01  -4.143289
2.775413e+00  159.019466  3.429546e-01  3.827106e-01  -4.171295
2.776985e+00  159.109511  3.418418e-01  3.802311e-01  -4.199524
2.778556e+00  159.199556  3.407239e-01  3.777482e-01  -4.227976
2.780128e+00  159.289601  3.396008e-01  3.752620e-01  -4.256655
2.781700e+00  159.379646  3.384725e-01  3.727727e-01  -4.285559
2.783271e+00  159.469691  3.373392e-01  3.702806e-01  -4.314691
2.784843e+00  159.559736  3.362009e-01  3.677858e-01  -4.344051
2.786414e+00  159.649781  3.350575e-01  3.652884e-01  -4.373641
2.787986e+00  159.739826  3.339091e-01  3.627888e-01  -4.403462
2.789557e+00  159.829871  3.327558e-01  3.602870e-01  -4.433514
2.791129e+00  159.919915  3.315976e-01  3.577832e-01  -4.463800
2.792701e+00  160.009960  3.304345e-01  3.552777e-01  -4.494321
2.794272e+00  160.100005  3.292665e-01  3.527705e-01  -4.525077
2.795844e+00  160.190050  3.280937e-01  3.502620e-01  -4.556070
2.797415e+00  160.280095  3.269161e-01  3.477522e-01  -4.587302
2.798987e+00  160.370140  3.257337e-01  3.452413e-01  -4.618773
2.800559e+00  160.460185  3.245466e-01  3.427295e-01  -4.650485
2.802130e+00  160.550230  3.233549e-01  3.402170e-01  -4.682440
2.803702e+00  160.640275  3.221584e-01  3.377040e-01  -4.714638
2.805273e+00  160.730320  3.209573e-01  3.351906e-01  -4.747082
2.806845e+00  160.820365  3.197516e-01  3.326770e-01  -4.779772
2.808416e+00  160.910410  3.185414e-01  3.301634e-01  -4.812710
2.809988e+00  161.000455  3.173266e-01  3.276500e-01  -4.845899
2.811560e+00  161.090500  3.161073e-01  3.251368e-01  -4.879338
2.813131e+00  161.180545  3.148835e-01  3.226242e-01  -4.913030
2.814703e+00  161.270590  3.136552e-01  3.201122e-01  -4.946977
2.816274e+00  161.360635  3.124226e-01  3.176011e-01  -4.981180
2.817846e+00  161.450680  3.111855e-01  3.150910e-01  -5.015640
2.819418e+00  161.540725  3.099441e-01  3.125820e-01  -5.050360
2.820989e+00  161.630770  3.086984e-01  3.100744e-01  -5.085341
2.822561e+00  161.720815  3.074483e-01  3.075682e-01  -5.120585
2.824132e+00  161.810860  3.061940e-01  3.050638e-01  -5.156094
2.825704e+00  161.900905  3.049355e-01  3.025611e-01  -5.191869
2.827275e+00  161.990950  3.036727e-01  3.000605e-01  -5.227912
2.828847e+00  162.080995  3.024058e-01  2.975620e-01  -5.264225
2.830419e+00  162.171040  3.011347e-01  2.950658e-01  -5.300811
2.831990e+00  162.261085  2.998595e-01  2.925721e-01  -5.337671
2.833562e+00  162.351130  2.985802e-01  2.900810e-01  -5.374807
2.835133e+00  162.441174  2.972969e-01  2.875928e-01  -5.412221
2.836705e+00  162.531219  2.960095e-01  2.851074e-01  -5.449915
2.838276e+00  162.621264  2.947181e-01  2.826252e-01  -5.487891
2.839848e+00  162.711309  2.934228e-01  2.801463e-01  -5.526152
2.841420e+00  162.801354  2.921235e-01  2.776707e-01  -5.564699
2.842991e+00  162.891399  2.908202e-01  2.751988e-01  -5.603535
2.844563e+00  162.981444  2.895131e-01  2.727305e-01  -5.642662
2.846134e+00  163.071489  2.882022e-01  2.702662e-01  -5.682083
2.847706e+00  163.161534  2.868874e-01  2.678059e-01  -5.721799
2.849278e+00  163.251579  2.855688e-01  2.653497e-01  -5.761813
2.850849e+00  163.341624  2.842464e-01  2.628980e-01  -5.802128
2.852421e+00  163.431669  2.829203e-01  2.604506e-01  -5.842746
2.853992e+00  163.521714  2.815904e-01  2.580079e-01  -5.883669
2.855564e+00  163.611759  2.802569e-01  2.555700e-01  -5.924901
2.857135e+00  163.701804  2.789197e-01  2.531371e-01  -5.966443
2.858707e+00  163.791849  2.775789e-01  2.507091e-01  -6.008298
2.860279e+00  163.881894  2.762345e-01  2.482864e-01  -6.050470
2.861850e+00  163.971939  2.748865e-01  2.458691e-01  -6.092960
2.863422e+00  164.061984  2.735349e-01  2.434573e-01  -6.135773
2.864993e+00  164.152029  2.721798e-01  2.410511e-01  -6.178909
2.866565e+00  164.242074  2.708212e-01  2.386507e-01  -6.222374
2.868137e+00  164.332119  2.694592e-01  2.362562e-01  -6.266168
2.869708e+00  164.422164  2.680937e-01  2.338677e-01  -6.310297
2.871280e+00  164.512209  2.667247e-01  2.314855e-01  -6.354762
2.872851e+00  164.602254  2.653524e-01  2.291096e-01  -6.399566
2.874423e+00  164.692299  2.639767e-01  2.267402e-01  -6.444714
2.875994e+00  164.782344  2.625977e-01  2.243774e-01  -6.490208
2.877566e+00  164.872389  2.612154e-01  2.220214e-01  -6.536052
2.879138e+00  164.962434  2.598298e-01  2.196722e-01  -6.582249
2.880709e+00  165.052478  2.584409e-01  2.173301e-01  -6.628802
2.882281e+00  165.142523  2.570488e-01  2.149950e-01  -6.675715
2.883852e+00  165.232568  2.556535e-01  2.126673e-01  -6.722993
2.885424e+00  165.322613  2.542550e-01  2.103470e-01  -6.770637
2.886996e+00  165.412658  2.528534e-01  2.080342e-01  -6.818653
2.888567e+00  165.502703  2.514486e-01  2.057291e-01  -6.867044
2.890139e+00  165.592748  2.500407e-01  2.034317e-01  -6.915813
2.891710e+00  165.682793  2.486297e-01  2.011423e-01  -6.964966
2.893282e+00  165.772838  2.472157e-01  1.988609e-01  -7.014506
2.894853e+00  165.862883  2.457987e-01  1.965877e-01  -7.064437
2.896425e+00  165.952928  2.443786e-01  1.943228e-01  -7.114763
2.897997e+00  166.042973  2.429556e-01  1.920663e-01  -7.165489
2.899568e+00  166.133018  2.415296e-01  1.898183e-01  -7.216620
2.901140e+00  166.223063  2.401007e-01  1.875790e-01  -7.268159
2.902711e+00  166.313108  2.386689e-01  1.853484e-01  -7.320111
2.904283e+00  166.403153  2.372342e-01  1.831268e-01  -7.372481
2.905854e+00  166.493198  2.357967e-01  1.809142e-01  -7.425275
2.907426e+00  166.583243  2.343563e-01  1.787107e-01  -7.478495
2.908998e+00  166.673288  2.329131e-01  1.765164e-01  -7.532149
2.910569e+00  166.763333  2.314671e-01  1.743315e-01  -7.586241
2.912141e+00  166.853378  2.300184e-01  1.721561e-01  -7.640776
2.913712e+00  166.943423  2.285670e-01  1.699903e-01  -7.695759
2.915284e+00  167.033468  2.271128e-01  1.678342e-01  -7.751196
2.916856e+00  167.123513  2.256559e-01  1.656879e-01  -7.807092
2.918427e+00  167.213558  2.241964e-01  1.635515e-01  -7.863454
2.919999e+00  167.303603  2.227343e-01  1.614252e-01  -7.920287
2.921570e+00  167.393648  2.212695e-01  1.593090e-01  -7.977597
2.923142e+00  167.483693  2.198021e-01  1.572031e-01  -8.035390
2.924713e+00  167.573738  2.183322e-01  1.551075e-01  -8.093672
2.926285e+00  167.663782  2.168597e-01  1.530224e-01  -8.152450
2.927857e+00  167.753827  2.153847e-01  1.509479e-01  -8.211730
2.929428e+00  167.843872  2.139072e-01  1.488840e-01  -8.271518
2.931000e+00  167.933917  2.124272e-01  1.468310e-01  -8.331823
2.932571e+00  168.023962  2.109448e-01  1.447888e-01  -8.392650
2.934143e+00  168.114007  2.094600e-01  1.427576e-01  -8.454007
2.935715e+00  168.204052  2.079727e-01  1.407375e-01  -8.515901
2.937286e+00  168.294097  2.064830e-01  1.387286e-01  -8.578340
2.938858e+00  168.384142  2.049910e-01  1.367310e-01  -8.641330
2.940429e+00  168.474187  2.034967e-01  1.347448e-01  -8.704881
2.942001e+00  168.564232  2.020000e-01  1.327700e-01  -8.769000
2.943572e+00  168.654277  2.005010e-01  1.308068e-01  -8.833695
2.945144e+00  168.744322  1.989998e-01  1.288554e-01  -8.898975
2.946716e+00  168.834367  1.974963e-01  1.269156e-01  -8.964849
2.948287e+00  168.924412  1.959906e-01  1.249878e-01  -9.031324
2.949859e+00  169.014457  1.944826e-01  1.230719e-01  -9.098411
2.951430e+00  169.104502  1.929725e-01  1.211681e-01  -9.166119
2.953002e+00  169.194547  1.914602e-01  1.192764e-01  -9.234456
2.954574e+00  169.284592  1.899458e-01  1.173969e-01  -9.303434
2.956145e+00  169.374637  1.884292e-01  1.155298e-01  -9.373061
2.957717e+00  169.464682  1.869106e-01  1.136750e-01  -9.443349
2.959288e+00  169.554727  1.853899e-01  1.118328e-01  -9.514308
2.960860e+00  169.644772  1.838671e-01  1.100032e-01  -9.585948
2.962431e+00  169.734817  1.823422e-01  1.081862e-01  -9.658281
2.964003e+00  169.824862  1.808154e-01  1.063820e-01  -9.731319
2.965575e+00  169.914907  1.792866e-01  1.045906e-01  -9.805072
2.967146e+00  170.004952  1.777558e-01  1.028122e-01  -9.879554
2.968718e+00  170.094997  1.762230e-01  1.010468e-01  -9.954776
2.970289e+00  170.185041  1.746883e-01  9.929444e-02  -10.030751
2.971861e+00  170.275086  1.731517e-01  9.755528e-02  -10.107492
2.973432e+00  170.365131  1.716132e-01  9.582937e-02  -10.185013
2.975004e+00  170.455176  1.700728e-01  9.411680e-02  -10.263328
2.976576e+00  170.545221  1.685306e-01  9.241764e-02  -10.342451
2.978147e+00  170.635266  1.669866e-01  9.073197e-02  -10.422397
2.979719e+00  170.725311  1.654407e-01  8.905987e-02  -10.503180
2.981290e+00  170.815356  1.638931e-01  8.740141e-02  -10.584816
2.982862e+00  170.905401  1.623437e-01  8.575666e-02  -10.667321
2.984434e+00  170.995446  1.607925e-01  8.412571e-02  -10.750712
2.986005e+00  171.085491  1.592396e-01  8.250863e-02  -10.835006
2.987577e+00  171.175536  1.576850e-01  8.090548e-02  -10.920220
2.989148e+00  171.265581  1.561287e-01  7.931635e-02  -11.006373
2.990720e+00  171.355626  1.545707e-01  7.774130e-02  -11.093482
2.992291e+00  171.445671  1.530111e-01  7.618040e-02  -11.181568
2.993863e+00  171.535716  1.514499e-01  7.463372e-02  -11.270649
2.995435e+00  171.625761  1.498870e-01  7.310133e-02  -11.360747
2.997006e+00  171.715806  1.483226e-01  7.158330e-02  -11.451883
2.998578e+00  171.805851  1.467565e-01  7.007970e-02  -11.544078
3.000149e+00  171.895896  1.451890e-01  6.859059e-02  -11.637355
3.001721e+00  171.985941  1.436199e-01  6.711604e-02  -11.731737
3.003293e+00  172.075986  1.420492e-01  6.565610e-02  -11.827249
3.004864e+00  172.166031  1.404771e-01  6.421086e-02  -11.923915
3.006436e+00  172.256076  1.389035e-01  6.278036e-02  -12.021762
3.008007e+00  172.346121  1.373285e-01  6.136468e-02  -12.120815
3.009579e+00  172.436166  1.357520e-01  5.996387e-02  -12.221104
3.011150e+00  172.526211  1.341741e-01  5.857799e-02  -12.322655
3.012722e+00  172.616256  1.325948e-01  5.720711e-02  -12.425500
3.014294e+00  172.706301  1.310141e-01  5.585128e-02  -12.529669
3.015865e+00  172.796345  1.294320e-01  5.451055e-02  -12.635194
3.017437e+00  172.886390  1.278486e-01  5.318500e-02  -12.742108
3.019008e+00  172.976435  1.262639e-01  5.187468e-02  -12.850446
3.020580e+00  173.066480  1.246778e-01  5.057963e-02  -12.960243
3.022151e+00  173.156525  1.230905e-01  4.929992e-02  -13.071537
3.023723e+00  173.246570  1.215019e-01  4.803561e-02  -13.184367
3.025295e+00  173.336615  1.199120e-01  4.678674e-02  -13.298772
3.026866e+00  173.426660  1.183209e-01  4.555336e-02  -13.414796
3.028438e+00  173.516705  1.167286e-01  4.433554e-02  -13.532480
3.030009e+00  173.606750  1.151351e-01  4.313332e-02  -13.651872
3.031581e+00  173.696795  1.135404e-01  4.194674e-02  -13.773017
3.033153e+00  173.786840  1.119446e-01  4.077588e-02  -13.895967
3.034724e+00  173.876885  1.103476e-01  3.962076e-02  -14.020772
3.036296e+00  173.966930  1.087494e-01  3.848144e-02  -14.147487
3.037867e+00  174.056975  1.071502e-01  3.735797e-02  -14.276168
3.039439e+00  174.147020  1.055499e-01  3.625039e-02  -14.406873
3.041010e+00  174.237065  1.039485e-01  3.515875e-02  -14.539666
3.042582e+00  174.327110  1.023460e-01  3.408310e-02  -14.674610
3.044154e+00  174.417155  1.007425e-01  3.302347e-02  -14.811773
3.045725e+00  174.507200  9.913798e-02  3.197992e-02  -14.951226
3.047297e+00  174.597245  9.753245e-02  3.095249e-02  -15.093044
3.048868e+00  174.687290  9.592594e-02  2.994121e-02  -15.237306
3.050440e+00  174.777335  9.431846e-02  2.894614e-02  -15.384094
3.052012e+00  174.867380  9.271002e-02  2.796731e-02  -15.533494
3.053583e+00  174.957425  9.110065e-02  2.700476e-02  -15.685597
3.055155e+00  175.047470  8.949037e-02  2.605853e-02  -15.840502
3.056726e+00  175.137515  8.787918e-02  2.512866e-02  -15.998307
3.058298e+00  175.227560  8.626711e-02  2.421518e-02  -16.159122
3.059869e+00  175.317605  8.465418e-02  2.331815e-02  -16.323060
3.061441e+00  175.407649  8.304039e-02  2.243758e-02  -16.490240
3.063013e+00  175.497694  8.142577e-02  2.157352e-02  -16.660790
3.064584e+00  175.587739  7.981034e-02  2.072601e-02  -16.834844
3.066156e+00  175.677784  7.819411e-02  1.989507e-02  -17.012546
3.067727e+00  175.767829  7.657710e-02  1.908074e-02  -17.194049
3.069299e+00  175.857874  7.495933e-02  1.828305e-02  -17.379514
3.070871e+00  175.947919  7.334081e-02  1.750204e-02  -17.569114
3.072442e+00  176.037964  7.172155e-02  1.673773e-02  -17.763034
3.074014e+00  176.128009  7.010159e-02  1.599017e-02  -17.961470
3.075585e+00  176.218054  6.848092e-02  1.525937e-02  -18.164635
3.077157e+00  176.308099  6.685958e-02  1.454536e-02  -18.372754
3.078728e+00  176.398144  6.523757e-02  1.384819e-02  -18.586071
3.080300e+00  176.488189  6.361492e-02  1.316786e-02  -18.804848
3.081872e+00  176.578234  6.199164e-02  1.250442e-02  -19.029365
3.083443e+00  176.668279  6.036774e-02  1.185788e-02  -19.259929
3.085015e+00  176.758324  5.874324e-02  1.122828e-02  -19.496869
3.086586e+00  176.848369  5.711817e-02  1.061563e-02  -19.740542
3.088158e+00  176.938414  5.549253e-02  1.001997e-02  -19.991337
3.089729e+00  177.028459  5.386634e-02  9.441308e-03  -20.249678
3.091301e+00  177.118504  5.223962e-02  8.879678e-03  -20.516028
3.092873e+00  177.208549  5.061238e-02  8.335100e-03  -20.790892
3.094444e+00  177.298594  4.898465e-02  7.807595e-03  -21.074827
3.096016e+00  177.388639  4.735643e-02  7.297183e-03  -21.368448
3.097587e+00  177.478684  4.572775e-02  6.803884e-03  -21.672431
3.099159e+00  177.568729  4.409862e-02  6.327720e-03  -21.987528
3.100731e+00  177.658774  4.246905e-02  5.868707e-03  -22.314576
3.102302e+00  177.748819  4.083907e-02  5.426864e-03  -22.654511
3.103874e+00  177.838864  3.920869e-02  5.002209e-03  -23.008382
3.105445e+00  177.928909  3.757792e-02  4.594758e-03  -23.377373
3.107017e+00  178.018953  3.594678e-02  4.204528e-03  -23.762828
3.108588e+00  178.108998  3.431529e-02  3.831533e-03  -24.166274
3.110160e+00  178.199043  3.268346e-02  3.475789e-03  -24.589466
3.111732e+00  178.289088  3.105132e-02  3.137309e-03  -25.034427
3.113303e+00  178.379133  2.941887e-02  2.816107e-03  -25.503509
3.114875e+00  178.469178  2.778613e-02  2.512195e-03  -25.999467
3.116446e+00  178.559223  2.615312e-02  2.225585e-03  -26.525558
3.118018e+00  178.649268  2.451985e-02  1.956288e-03  -27.085671
3.119590e+00  178.739313  2.288634e-02  1.704316e-03  -27.684499
3.121161e+00  178.829358  2.125261e-02  1.469677e-03  -28.327780
3.122733e+00  178.919403  1.961868e-02  1.252381e-03  -29.022634
3.124304e+00  179.009448  1.798455e-02  1.052437e-03  -29.778038
3.125876e+00  179.099493  1.635024e-02  8.698524e-04  -30.605544
3.127447e+00  179.189538  1.471578e-02  7.046340e-04  -31.520364
3.129019e+00  179.279583  1.308117e-02  5.567885e-04  -32.543098
3.130591e+00  179.369628  1.144643e-02  4.263217e-04  -33.702626
3.132162e+00  179.459673  9.811582e-03  3.132387e-04  -35.041246
3.133734e+00  179.549718  8.176638e-03  2.175439e-04  -36.624532
3.135305e+00  179.639763  6.541615e-03  1.392410e-04  -38.562328
3.136877e+00  179.729808  4.906527e-03  7.833316e-05  -41.060544
3.138448e+00  179.819853  3.271391e-03  3.482269e-05  -44.581377
3.140020e+00  179.909898  1.636224e-03  8.711295e-06  -50.599173
3.141592e+00  179.999943  1.040384e-06  3.521958e-12  -114.532158
